Brain	Heart	Other
hg19,chr16,51732148,51733614	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,51671181,51672039	1.48473443393	0.00784317746103	0.00784317746103
hg19,chr16,51657810,51658716	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,51576725,51578101	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,51560196,51560925	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,51389295,51390719	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,51231121,51232362	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,51129207,51130306	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,51106148,51107109	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,51056311,51057592	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,51042253,51043115	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,51010690,51011608	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,50982029,50982689	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,50977028,50978183	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,50874863,50875709	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,50848355,50849656	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,31733057,31734604	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,7758525,7759863	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,7418980,7419830	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,6548841,6550064	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,7431988,7433156	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,7886533,7888033	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,8133046,8134289	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,8431303,8432558	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,17096348,17097253	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,17745104,17746413	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,18240361,18241096	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,22684122,22685282	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,25759215,25760529	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,26226210,26227347	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,48912816,48914144	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,59629741,59631254	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,60683721,60685186	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,61243163,61244434	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,62942559,62944021	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,64651540,64652894	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,8238189,8239787	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,72404533,72407591	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,73352312,73354585	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr7,21003280,21004750	3.4657359028	0.0317486983146	0.0317486983146
hg19,chr7,42191728,42193638	3.4657359028	0.0317486983146	0.0317486983146
hg19,chr9,973435,975288	5.54517744448	0.00391389932114	0.00391389932114
hg19,chr11,32197490,32198734	0.0645385211376	0.0645385211376	2.77258872224
hg19,chrX,24822603,24824623	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chrX,24864231,24865733	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chrX,24894335,24896084	0.0645385211376	0.0645385211376	2.77258872224
hg19,chrX,24915382,24918272	2.77258872224	0.00784317746103	0.00784317746103
hg19,chrX,24945648,24947567	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chrX,25007879,25009581	4.85203026392	0.00784317746103	0.00784317746103
hg19,chrX,25017067,25018756	4.85203026392	0.00784317746103	0.00784317746103
hg19,chrX,25400224,25402334	3.4657359028	0.0317486983146	0.0317486983146
hg19,chr16,49094466,49095242	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,59574986,59575985	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,71343609,71344868	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr13,71722458,71724962	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,71774848,71775368	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr13,72771271,72773876	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr13,73006141,73006976	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,73067601,73068380	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,73078567,73079883	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,73149054,73150028	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr13,71793422,71795334	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,72300849,72302934	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr13,72425787,72428335	2.2129729343	0.0157483569681	1.06784063
hg19,chr13,72693676,72695292	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,73001083,73003053	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr13,73081447,73083754	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr13,73087012,73088821	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,73224400,73225906	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chrX,25018871,25020532	4.5335765328	0.000977039647827	0.473133522255
hg19,chr2,45066752,45070624	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr2,45106927,45107653	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr2,45128095,45129317	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,55329289,55330760	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,51147012,51148642	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,52557406,52558785	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,52242610,52244077	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,53948201,53949846	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,53994058,53995943	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,53986630,53988193	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,79381526,79382736	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,51853597,51854931	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,52446050,52447237	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,50869692,50871098	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr16,78397855,78398920	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,52551597,52552835	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,72623665,72625217	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,54249594,54251153	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr16,54132651,54133957	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,63443534,63444884	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr1,63464282,63465717	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr2,164450144,164451758	2.77258872224	0.00784317746103	0.00784317746103
hg19,chr4,4819733,4820560	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr5,77020605,77022508	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr7,1267832,1269169	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,87821621,87823082	3.07601915166	0.000122077763687	0.69314718056
hg19,chr1,216772416,216773458	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,72938917,72940565	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr17,35447270,35448478	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr15,68079283,68080713	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr5,3226121,3227484	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr15,37240805,37242498	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr13,72255836,72257039	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr11,8275137,8276335	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr15,97391638,97393001	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr9,128406147,128407653	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr9,129198400,129200739	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr3,71290418,71292584	4.5335765328	0.000977039647827	0.000977039647827
hg19,chr13,72345980,72348230	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr13,95618516,95619850	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr7,115313238,115315056	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr5,91036888,91038899	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr3,180773639,180775802	2.40968322855	0.0019550348358	0.0019550348358
hg19,chr1,51034546,51036289	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr8,106333530,106334859	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr9,968797,970093	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,51098841,51099913	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr11,31785423,31787226	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,51165195,51166786	5.75281680926	0.000244170432174	0.489728134594
hg19,chr1,163939700,163940637	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,164023244,164024214	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,164637575,164639037	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,213597964,213599524	2.2129729343	0.0157483569681	0.0157483569681
hg19,chr2,66297527,66299214	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr3,70565242,70566852	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr3,70871316,70872957	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr3,136982707,136984175	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr3,137047544,137049271	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr3,137067622,137068925	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr3,137125171,137126977	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr3,147030229,147031770	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr3,147049536,147051100	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr1,243895796,243896468	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr5,50335050,50336643	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr6,51076205,51077209	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr6,51148668,51149710	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr7,114056847,114058647	1.93425953184	0.00391389932114	0.00391389932114
hg19,chr7,114062615,114063919	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr7,114070779,114073266	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr7,114208952,114210310	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr7,114295109,114296373	0.00784317746103	0.69314718056	0.00784317746103
hg19,chr8,65496564,65497586	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,102372214,102374206	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,102374886,102375478	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,102447081,102448985	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,102546590,102548095	0.0157483569681	1.06784063	0.0157483569681
hg19,chr5,158340962,158342611	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr8,25775160,25776669	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,131691086,131692848	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr12,24291012,24292724	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr11,31685357,31686884	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr11,15623970,15625123	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr11,16316207,16317562	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr1,38560194,38561606	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr7,20829390,20830407	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr9,83727123,83728378	5.54517744448	0.00391389932114	0.00391389932114
hg19,chr1,10965129,10966144	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr2,174114371,174115933	2.40968322855	0.0019550348358	0.69314718056
hg19,chr2,174985544,174987464	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr2,174988737,174990363	4.0411000477	3.05180437958e-05	3.05180437958e-05
hg19,chr2,175207310,175208242	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr2,176940070,176941410	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr1,51006090,51007314	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr2,177503157,177503671	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr2,237071364,237071848	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr3,18169362,18170237	0.000122077763687	0.343233322589	0.000122077763687
hg19,chr3,18844368,18845392	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr3,19033849,19034569	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr3,114433184,114435415	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr3,114574745,114576011	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr3,114611706,114612491	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr3,157989611,157990466	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr3,158025746,158027384	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr3,180436427,180437958	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr4,13009318,13010327	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr4,105345575,105346895	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr5,3511978,3513399	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr5,76940836,76941396	6.9314718056	0.000977039647827	0.000977039647827
hg19,chr5,77139721,77140742	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr5,77147580,77148599	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr5,77267384,77269206	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr5,87168414,87169433	5.13971233637	0.000488400498109	0.000488400498109
hg19,chr5,87239942,87241645	3.94831831425	0.000244170432174	0.489728134594
hg19,chr5,87692154,87693265	4.85203026392	0.00784317746103	0.69314718056
hg19,chr5,90928612,90929226	4.48912477023	0.000122077763687	0.69314718056
hg19,chr1,38801888,38802630	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr5,93226985,93228322	7.62461898616	3.05180437958e-05	0.69314718056
hg19,chr5,93575407,93576629	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr5,93649881,93651432	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr5,167332346,167333651	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr5,170417337,170418459	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,44715420,44716129	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr5,170627990,170630018	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr6,10393875,10395072	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,44989824,44991149	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr6,41523224,41523677	1.64068270547	0.000244170432174	0.489728134594
hg19,chr6,98116085,98116943	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr6,98362399,98363804	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr6,98719759,98720510	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr10,102414915,102415578	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,102419119,102419731	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr6,98813608,98814940	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,10732070,10733118	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr6,98995483,98996450	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr6,100973811,100974593	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr7,1265154,1266318	3.41992636677	0.000488400498109	0.69314718056
hg19,chr7,21811370,21812002	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr1,49112757,49113363	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr7,26728697,26729802	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr7,31401914,31403016	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr7,96633582,96634303	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr7,115115427,115117325	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr7,115133829,115135428	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr7,115582121,115582622	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr8,37249594,37251182	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr8,66148927,66149836	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr9,8095553,8096166	2.77258872224	0.00784317746103	0.69314718056
hg19,chr9,13939547,13940363	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr9,15874184,15874505	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr9,16710536,16711184	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr9,17331971,17332580	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr9,23496285,23497394	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr9,37215016,37215775	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,63369349,63370894	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr9,81471747,81473114	3.55132783314	6.10370189709e-05	0.50296273723
hg19,chr9,81870622,81872224	3.4657359028	0.0317486983146	1.67397643357
hg19,chr9,126537718,126539929	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr9,128583956,128584480	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr9,128671865,128673002	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,50603805,50605254	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,77138246,77139684	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,77726861,77727618	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr10,77989996,77991469	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,87821793,87822910	2.2129729343	0.0157483569681	0.0157483569681
hg19,chr1,88028658,88029378	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,102978822,102979600	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,103266649,103267972	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr1,88926796,88928508	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr10,114403685,114404566	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr10,124851813,124853071	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr10,126905322,126906003	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr10,131445787,131447685	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr11,8317705,8318230	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr11,116232556,116233265	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr11,131867949,131868377	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr12,16715315,16716360	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr12,41749027,41749727	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr12,54090636,54091341	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,72063376,72063816	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,72256090,72256838	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr13,95618464,95619819	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr14,29860529,29862348	1.01257795133	0.00391389932114	0.00391389932114
hg19,chr14,30712025,30713336	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr14,34068299,34069069	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr14,34122328,34123032	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr14,34202106,34203129	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr14,36020024,36020998	1.76098781056	0.000977039647827	0.000977039647827
hg19,chr14,36042961,36043666	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr14,36581685,36583834	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr11,61311775,61314751	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr14,97762544,97763744	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr14,97879188,97880071	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr15,35918719,35919621	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr15,36819021,36820695	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr15,37521824,37522951	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr15,57425244,57425958	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr15,67665164,67665685	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr15,70391576,70392613	0.000977039647827	0.473133522255	0.000977039647827
hg19,chr1,10757664,10758631	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr17,35011848,35012557	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr17,35329349,35329944	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr17,35336093,35337226	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr1,215888921,215890374	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr18,22692416,22693640	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr18,22755741,22757347	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr18,22864753,22866457	0.000977039647827	0.975634436135	0.473133522255
hg19,chr18,34480079,34481120	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr18,35063482,35064528	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr18,35178249,35179130	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr18,35564526,35565346	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr18,36062696,36063956	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr18,44770271,44771284	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr18,53089625,53091079	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr18,72357475,72358333	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr18,72362520,72364210	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr19,30494614,30495503	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr19,30565950,30567016	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr19,30767058,30768273	0.00391389932114	0.451427243673	0.00391389932114
hg19,chr19,31002941,31004262	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr19,31587058,31588070	0.0645385211376	0.0645385211376	2.77258872224
hg19,chr19,31806450,31807052	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr2,7774393,7775070	1.5512864751	6.10370189709e-05	0.50296273723
hg19,chr1,10781239,10781744	0.0019550348358	0.292904016433	0.0019550348358
hg19,chr2,57972375,57973175	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr2,59108123,59108845	0.0645385211376	0.0645385211376	0.0645385211376
hg19,chr2,59133026,59134590	0.0645385211376	0.0645385211376	0.0645385211376
