any	brain	heart
chrX|101985615|101988142	0.810389903778211	0.593954506405086	0.0489877690947169
chr4|132032113|132036152	0.732651288572484	0.378691217733235	0.082006780968944
chr7|134677970|134680502	0.753369072031382	0.393418141424433	0.08734690198302
chr15|30511450|30513962	0.748981044159065	0.411065453862298	0.0650050714777058
chr8|120128701|120131274	0.644339479497756	0.234211418939555	0.0818309396661397
chr9|119630822|119635761	0.808467275358855	0.101146365616116	0.607002656366403
chr6|50354039|50357303	0.655335625656968	0.10953767824164	0.255531258685301
chr18|5185222|5188225	0.648578341534907	0.0985460144163376	0.246118907781052
chr13|68571134|68575350	0.730981131883403	0.0525496157445653	0.462825397047144
chr7|80118294|80122263	0.688855069019839	0.0244588900330561	0.418254087349736
chr6|39541755|39546349	0.859369319602172	0.549947785628768	0.242689147473437
chr4|147895100|147899927	0.865028269779747	0.00329060271556251	0.78630904905401
chr16|32852044|32856284	0.743885659543281	0.167847692409517	0.378069441749642
chr9|119423663|119427931	0.844882119903563	0.045282152699149	0.697995467872163
chr6|145455263|145460084	0.723257645669998	0.0395364206231806	0.456719565432775
chr18|65514203|65517793	0.820105878361755	0.0535657571120956	0.648622772847994
chr1|165660878|165664896	0.741734477239842	0.21862363792388	0.251466787649413
chr13|63257770|63262536	0.791484620359241	0.134466763539985	0.533806125033864
chr11|98901653|98906641	0.671202994670563	0.203062488197219	0.150910780315679
chr2|84517965|84520803	0.655273144860632	0.0515432423493995	0.335880732086649
chr6|99099326|99104123	0.679089187172983	0.152767744817341	0.176708084892699
chr18|61348779|61352228	0.664242270865923	0.180463348169894	0.198054306837259
chr8|78740514|78744323	0.678311515199768	0.0893821029483467	0.249382776041477
chr9|41071632|41074867	0.647363187777266	0.114249732960379	0.231267456400934
chr7|123096502|123100245	0.833266277866991	0.446710688720562	0.342096859312036
chr5|137075354|137080308	0.701608724738577	0.0806542430002442	0.367162164397584
chr2|33841463|33845838	0.655708673991451	0.124769787157848	0.224118039802434
chr17|28012310|28017600	0.751138040876297	0.0616333617062168	0.479646001148393
chr6|114880174|114885201	0.94006078025035	0.829533633863415	0.115538053806143
chr1|75405116|75409810	0.758109154532845	0.0399203923950293	0.553497107705139
chr4|155132516|155137046	0.725072152034734	0.206497384325297	0.276655573917471
chr17|27594427|27598344	0.773276965667848	0.0415149093170161	0.56008575397826
chr2|26569870|26574885	0.769737869033796	0.249538875295302	0.375975239254781
chr11|54879158|54884157	0.721280893816803	0.0358422785930284	0.454305854341307
chr4|57536131|57540163	0.689726349436161	0.164814161073948	0.272348089609566
chr7|130653200|130658297	0.728317018505008	0.00412120368734991	0.510186872610765
chr2|31004939|31008077	0.652760187421453	0.0600676172697956	0.270683071328825
chr14|7823897|7828231	0.721122839889461	0.236566871261972	0.271218586920289
chr12|80364313|80369122	0.818240427844583	0.0841550597681523	0.614527459712769
chr2|150774191|150777356	0.626542996599122	0.0789964591161488	0.21701741232192
chr8|80810138|80815170	0.708433860216119	0.145086253111892	0.314477150493837
chr12|100125104|100130144	0.661621100343173	0.159359287211811	0.185575013463405
chr1|89119060|89123985	0.722806866969357	0.110243730291359	0.37705613650746
chr17|30548540|30552550	0.694045855162682	0.235129904904448	0.164481069452256
chr3|121735097|121737629	0.763340467738626	0.0211991906165365	0.552772587616231
chr9|72626418|72630417	0.728941011153276	0.0338025995343072	0.498791696984507
chr8|125388008|125392139	0.689701426818672	0.203568747746463	0.222115594567948
chr11|52560175|52562804	0.686705852274838	0.0424322321840623	0.400958210900466
chr18|39229300|39231539	0.663089772915083	0.0538165791121906	0.381057576380123
chr7|109706812|109711678	0.669968360867907	0.110103129154475	0.257493628164448
chr10|81151103|81153882	0.644232204239485	0.161924283901368	0.121331576514791
chr2|72268472|72270771	0.648758216385823	0.0456807885139115	0.354548013622017
chr19|53411035|53413469	0.797652325092366	0.444603024323274	0.120816897008021
chr2|103598117|103602554	0.68302971179199	0.212372342632143	0.173001166288461
chr9|77999016|78002592	0.674301041726097	0.113167376945985	0.314682995244747
chr2|156813201|156816143	0.729071251798746	0.32431800539939	0.118925438630359
chr2|58530293|58535394	0.917833295303344	0.707984724023857	0.361936262161047
chr1|168306708|168311711	0.889568055221561	0.675714616099291	0.0641181428951354
chr5|101966725|101970386	0.614153234611525	0.103500500434175	0.139982326023606
chr16|58451070|58456120	0.707795277320976	0.11146999888055	0.308620602947089
chr9|21556730|21559920	0.644991660596728	0.12053697634956	0.219459132796388
chr1|31101599|31104444	0.643380644152437	0.100796243797987	0.23930086133475
chr19|10659775|10663888	0.640827284267231	0.177087633630834	0.127957493836424
chr10|122004930|122009983	0.751785740106297	0.300034603411454	0.244029664319515
chr1|68779329|68782031	0.629742626845682	0.190934777891006	0.0791365275453791
chr7|34265155|34269793	0.683725821105606	0.0414674602068852	0.343646447111983
chr2|45053671|45058470	0.679242531908567	0.136755636223075	0.214036875467498
chr5|107047850|107052758	0.829537715167422	0.0286228466218074	0.691351572649176
chr10|69642709|69646964	0.692950672023354	0.242859530695668	0.191114028757064
chr12|79968630|79971892	0.710609407094461	0.178059625770691	0.209671046491935
chr3|122032210|122035024	0.633691970975907	0.119244852207259	0.145945928405884
chr16|34330312|34333070	0.678126116317069	0.146064121255442	0.160854841519461
chr3|126657795|126662296	0.733166634060769	0.0665537290518971	0.474200694968946
chr16|37892144|37895218	0.693089012198216	0.071348855401211	0.362533935284999
chr6|88783316|88786529	0.881630169697511	0.0169253503232344	0.793518861739712
chr14|79534452|79537161	0.602264732256207	0.043137297465844	0.168155155999001
chr11|35281923|35284658	0.627784952643966	0.126653656936436	0.151396430268859
chr11|103049822|103053302	0.735478941661603	0.0177602642183754	0.506652573645958
chr11|98952509|98957085	0.726901368363204	0.221313214790121	0.253613510499954
chr6|50336190|50338926	0.63933484339771	0.154785589678186	0.170754198294177
chr8|11356668|11359383	0.717169912134768	0.0164035563227097	0.480024986853902
chr10|77482892|77485637	0.630550051311455	0.0335642862543268	0.294266325619601
chr1|127754802|127759066	0.637047048324862	0.164412887519069	0.143732604922257
chr8|89992683|89995450	0.596763621341993	0.0664462282111532	0.182971801767898
chr14|64809181|64812043	0.716514232488058	0.0977942551385589	0.436832320214262
chr1|136511092|136513808	0.632744579743511	0.146708830624773	0.157701372742248
chr15|64022867|64025936	0.712876584961566	0.278221464357671	0.180009530260757
chr15|67118855|67123088	0.655634538021393	0.151502657196487	0.182725222990794
chr13|51752292|51754902	0.672328494097702	0.179888280837608	0.194089571297134
chr2|60746572|60749334	0.719523216462712	0.0143254101686202	0.48422935872668
chr19|5721878|5724004	0.618431947235238	0.174093793636649	0.0963457533109843
chr7|19735549|19738151	0.64144928548309	0.199174654914538	0.0810189485674219
chr6|128009179|128013987	0.676085124190308	0.16591185957943	0.217977879246936
chr7|71530428|71532494	0.615479896555868	0.0938183199994079	0.0981415417198589
chr17|65915316|65917397	0.671825145982105	0.142824189653827	0.278311960305754
chr1|190776438|190779151	0.632391036376238	0.200578707857154	0.0739805325334919
chr12|86257900|86260479	0.629559983653352	0.197182021815482	0.0730259309480802
chr6|134535847|134538715	0.655500306527619	0.245001508234134	0.07985153596002
chr12|54186137|54188882	0.706061223413434	0.293175612522303	0.0899348307816766
chr1|79881595|79884435	0.635085222566408	0.203838236296202	0.074895851716905
chr11|60862560|60864611	0.621472694761355	0.147467530616302	0.140790194368305
chr18|65374642|65377439	0.669761040542085	0.169266367135578	0.234229581880766
chr6|71751718|71754482	0.673749375103188	0.221733690299809	0.151145212633741
chr10|69795484|69798183	0.652517476177327	0.113182034939182	0.281893344062529
chr10|86340641|86343645	0.76858430126963	0.00118835996436198	0.592997033266893
chr16|44541177|44543979	0.709862504921646	0.338237183649347	0.0838682742248869
chr10|77205097|77207832	0.687789089958408	0.182479729689986	0.230957259031126
chr13|17289935|17292766	0.648775083920662	0.202596305785664	0.0682727824993417
chr1|182106419|182110452	0.648889173447216	0.172456454265602	0.162108250856642
chrX|167182657|167185039	0.617019974431736	0.146731630372666	0.0844035440857418
chr11|77409123|77411591	0.601131961251584	0.0883496470049346	0.136900403741627
chr1|183168602|183171015	0.650799940596905	0.231543312778631	0.0822183180793401
chr8|34752236|34754744	0.68371436046555	0.106872823677687	0.342739353082401
chr15|84234353|84236560	0.608221346398526	0.034595364690985	0.220870134544198
chr7|114087409|114090150	0.748282118793552	0.354856989318347	0.174564025725509
chr11|116055970|116058839	0.659194072236795	0.218217934174825	0.140047391173891
chr16|33739535|33742346	0.606158620127622	0.158238987472005	0.0886417585017268
chr1|155085609|155088317	0.721865763229333	0.328762461841479	0.111898145575696
chr6|94387009|94391825	0.746903084589274	0.133568316072625	0.439049688690075
chr19|55331387|55333148	0.616522743142845	0.186899605630475	0.0820391262338318
chr5|145151334|145154120	0.614125882887223	0.142534044565185	0.104280560469131
chr7|116210747|116213509	0.701600200436622	0.344405904267894	0.0813211728231992
chr8|121357599|121361717	0.696071882662879	0.061433439537457	0.263757621137257
chr14|21311277|21312930	0.605800545274636	0.140353035479268	0.0805458012243523
chr8|13203609|13206007	0.620767837696484	0.175184093358687	0.0933638411655218
