any	brain	heart
chr2|173660001|173661132	0.745789675929323	0.261844863180489	0.238480183718421
chr4|128715331|128716207	0.745614106851978	0.299373547983219	0.265274633153209
chr2|59670170|59671073	0.745376229025823	0.178308074853564	0.307912007489967
chr9|61673543|61673875	0.744994925807074	0.289205653793188	0.238601685450675
chr5|142909695|142910010	0.743686979584323	0.143656199421336	0.331684650994154
chr6|5380928|5381131	0.743641551083942	0.364044250996656	0.0889632286939426
chr11|77685889|77688202	0.743280551392073	0.48607082711344	0.0864970104864587
chr16|90629044|90630021	0.743279998578662	0.296582525021265	0.261303284984634
chr2|157565868|157566753	0.742911334834034	0.262192076870044	0.217360078391105
chr5|135725287|135725435	0.742821137442432	0.174609048939298	0.3336417374614
chr11|80503833|80505334	0.742645642207959	0.248725409963293	0.296967327812688
chr13|84059088|84059553	0.742293519889264	0.411551665040866	0.117033711534407
chr3|8717019|8717360	0.741596570609459	0.339770101048681	0.157005143909232
chr15|78066414|78066554	0.741535980509015	0.286574648073639	0.131814933422244
chr12|85454907|85455102	0.739953662477143	0.153224778408741	0.66283753598929
chr2|33753029|33754237	0.739875867773485	0.178202396087667	0.245012627746619
chr12|80114375|80116499	0.739841771347273	0.370718797913227	0.125776916970588
chr14|121109070|121109236	0.739525078284164	0.350152312792601	0.129755888386066
chr15|84923105|84924214	0.739479974824053	0.354376279365727	0.189400019604102
chr12|111037591|111039411	0.739003603534747	0.294048984411073	0.144442050718804
chr4|141021057|141021334	0.738718318715806	0.162314647722339	0.421089587377798
chr11|119154953|119155909	0.738465217898651	0.145441294946995	0.453000428417126
chr10|43527452|43527823	0.738424605460805	0.291962080886135	0.231482043781929
chr4|106936422|106937145	0.738041341988559	0.162729336740022	0.491293869667238
chr5|115436801|115437262	0.737953503324119	0.367551603485153	0.143456409741473
chr13|44730875|44731397	0.737780753830501	0.494410746923528	0.111555544905061
chr12|80230344|80231054	0.73707522836089	0.227544820036719	0.272324658419304
chr4|111414820|111415392	0.736669535296109	0.392587290968634	0.115074106226247
chr13|95869143|95869534	0.736521147025071	0.312372273835232	0.111082587291482
chr6|8956629|8956865	0.735798453223647	0.335339844262358	0.143479682201201
chr8|4192951|4193223	0.73509957541107	0.204039145805715	0.268477278285714
chr5|114467140|114467907	0.73499002469414	0.322786969592573	0.176578997197419
chr8|91365611|91366183	0.734739188750367	0.387329780058176	0.0963836968364226
chr11|94161707|94165301	0.734641133861331	0.17206231592306	0.262940089911009
chr2|30873620|30875262	0.733709424680243	0.240868034649254	0.154539764204283
chr10|8885657|8887035	0.733478231060518	0.303276415976448	0.14501397513683
chr5|100428972|100429905	0.733469346731727	0.202187216856918	0.15418670226748
chr8|94992441|94992808	0.733448779965399	0.128493085322726	0.46369843441593
chr16|37813967|37814958	0.733403302113678	0.362016338169324	0.218297166159276
chr2|60963594|60964009	0.733349396308516	0.274413413084869	0.180812368978639
chr5|64647147|64647399	0.733015032298137	0.284300967513952	0.136128103542531
chr15|82937910|82938234	0.732535866065614	0.145977280021404	0.417284906942003
chr10|122883973|122884438	0.731966754563168	0.3048389415055	0.16907032938238
chr10|51153599|51153993	0.731472198031293	0.377993570060986	0.0557430943708297
chr5|111577470|111577790	0.731090938757646	0.1099174438583	0.318421421123511
chr9|63665074|63665465	0.729976170731601	0.177674301120998	0.288721452524419
chr16|90385332|90387213	0.729929418006948	0.418553760392157	0.106639045918021
chr1|161033902|161035486	0.729180007311842	0.359408320022298	0.203020630449534
chr17|29450773|29451297	0.729048269876182	0.357462685359125	0.226790997241772
chr11|60104821|60107026	0.728531360758064	0.270227198029788	0.264749905945989
chr9|56995812|56996220	0.728373444763346	0.242970625951645	0.154233517472162
chr2|33639358|33642966	0.728327875743161	0.444501499289854	0.097254790531436
chr4|82505160|82507769	0.727691507664827	0.496900524287479	0.0921696544957472
chr4|154329948|154330386	0.727478137366876	0.117012171078315	0.416923842239353
chr5|21329656|21330289	0.727468695597803	0.136596587373509	0.307626988703943
chr2|167631936|167632303	0.727046121762855	0.329272271977109	0.166421928177512
chr5|24596437|24596757	0.72636415041137	0.211145923944847	0.27560364011076
chr15|75703350|75704060	0.725373112490674	0.326934870658477	0.237615365192811
chr18|5979034|5979754	0.723971179143688	0.212099850740751	0.282245515701839
chr6|100452303|100452496	0.723631059346519	0.189198689217335	0.294693722552359
chr7|38167704|38168072	0.723175875364555	0.148890977268533	0.150221755330364
chr2|35503752|35504041	0.723158547609952	0.161055317032545	0.34768308249431
chr2|73910532|73911438	0.722803821472103	0.370170866886439	0.208061835787677
chr6|94773618|94774150	0.721456789808146	0.243981873829365	0.1500931856843
chr12|27150815|27150922	0.720612245132939	0.267879994911649	0.0963107485624194
chr4|134989261|134989798	0.719864910531	0.189178849454764	0.168565374709811
chr4|32238859|32239629	0.719832488743452	0.507640755673428	0.0935421453428224
chr2|179538021|179538979	0.718955995309259	0.266492917304004	0.352155778569738
chr15|8659504|8659989	0.71880471918833	0.214253401627142	0.198536701375384
chr7|70845730|70846186	0.718743056375145	0.206509721199658	0.235091918215684
chr15|87546915|87547973	0.71851803716571	0.33076290612376	0.134119815281687
chr9|40687001|40687596	0.717141654734897	0.276196917536866	0.284386871832628
chr4|108387051|108387970	0.716784912693716	0.289448679251671	0.235897825310847
chr11|88139116|88140546	0.716373558111592	0.300016904104449	0.219773114480164
chr5|122354547|122354920	0.716099716897378	0.380393906636307	0.126088244322777
chr17|83913951|83914335	0.715185659354964	0.142450010718962	0.317922444888097
chr11|117285288|117285643	0.714889399578378	0.179159795469536	0.399969717554863
chr9|64066778|64067327	0.714556115842066	0.16683628130614	0.416151817312636
chr15|103514156|103514373	0.714513585205164	0.307878905750324	0.135182482382278
chr16|38711834|38713921	0.714304578552635	0.261452634161229	0.184076181276495
chr15|80683661|80685819	0.714253552207642	0.172066686799962	0.209229192004058
chr17|84848818|84849136	0.714077007116071	0.209620710086574	0.159631442017424
chr17|79355248|79356382	0.713629589249248	0.260649853794381	0.16696415168926
chr16|95439257|95439531	0.712516220159708	0.256916820647118	0.139893837327909
chr9|67140265|67140773	0.712318719068673	0.152739174894873	0.351400563302491
chr18|77713660|77714174	0.711889523085309	0.42015209111258	0.117838361111328
chr18|65519979|65521004	0.710837608990583	0.14405176819197	0.201606529860967
chr8|120304181|120304315	0.710705566213311	0.161492472841907	0.483402910091432
chr16|94568648|94571869	0.710080054739866	0.522557344946097	0.0779510846250882
chr8|90347198|90348786	0.710056478041867	0.398700960933864	0.121032380132372
chr18|61044743|61045566	0.70966234613083	0.256436858674477	0.300150586076927
chr14|18573232|18573638	0.709517127872688	0.189512816636175	0.178053405329028
chr19|60467855|60469719	0.709466243930802	0.250818121059878	0.197227068777364
chr5|64801718|64804670	0.709403903165881	0.313987297901536	0.186094152115096
chr7|34938904|34939411	0.709131272673889	0.189001662490789	0.264743304093649
chr7|71411700|71412003	0.709034765516945	0.229105595522537	0.136912458233879
chr4|148327327|148327652	0.708987905140888	0.188816689121138	0.238841375627003
chr6|97396546|97397560	0.708930045860053	0.324290958767118	0.192011930639417
chr18|7869566|7870282	0.708716709843185	0.398227165657421	0.0976223369369784
chr9|54863466|54863853	0.708658216945113	0.30910248097842	0.167658631763067
chr12|105785288|105785589	0.708423213490095	0.304291754598457	0.107701032903746
chr15|103305207|103305539	0.708222115872968	0.303515342445325	0.16194835919933
chr6|128104556|128105419	0.707999973746442	0.156407489019206	0.255406868938064
chr4|138452725|138456927	0.707924289371647	0.527278442920835	0.102304315522392
chr12|27060829|27061271	0.707154307880347	0.214931432690766	0.145205832685687
chr11|80342477|80342891	0.706946843784129	0.226816820261605	0.164891786392516
chr2|65237649|65239730	0.706791453435215	0.400344374536963	0.107944945369618
chr17|83214174|83215006	0.70668702398272	0.236190699649261	0.187182956079774
chr7|118363781|118364062	0.70661622357985	0.366803976270855	0.133737966145389
chr2|168072823|168073102	0.706171150018872	0.22818805429305	0.285932015100437
chr5|23140049|23140287	0.705947753926881	0.198779324318822	0.173760486318598
chr17|47899251|47899526	0.705859538656896	0.102723587396556	0.435841683294159
chr4|104718878|104719268	0.705168898633067	0.205950499153501	0.296643933078286
chr13|94575613|94576185	0.704841301604245	0.253388576086396	0.11553320432089
chr17|46619191|46619839	0.704739137873965	0.253209189384252	0.173043836964151
chr19|10013417|10013744	0.704398001017027	0.16418717769212	0.363355420447496
chr1|78141716|78141963	0.704389575908932	0.315942858703279	0.0589455162921761
chr4|41134815|41136745	0.703572877908322	0.528365521328006	0.100795276657616
chr17|66276617|66277522	0.70348414976215	0.213930898651691	0.213115377440925
chr4|126254718|126256060	0.703476025396162	0.220435208046202	0.26519103712965
chr2|169297898|169298249	0.703374718538229	0.243498264148529	0.150338050635733
chr4|136732553|136732979	0.703209394907195	0.199192211701547	0.30482599851538
chr3|87150264|87150552	0.703029865500752	0.26989695908524	0.264790235473644
chr13|64002936|64003999	0.702365985778337	0.228748268700592	0.289887527476796
chr12|77238193|77240521	0.702339938004511	0.309971586000802	0.174689906561353
chr9|65152968|65153114	0.702113824947658	0.184910967995686	0.252502079634083
chr8|66486049|66486618	0.702048190442492	0.215074617967754	0.195231225774849
chr18|31760933|31761456	0.701702189914525	0.22737396993223	0.138070195044477
chr2|92712610|92712802	0.701590425366242	0.14974795483395	0.169949865660219
chr1|92720447|92720811	0.701384038653085	0.179054688631816	0.368343147770853
chr2|50971634|50971901	0.701372826075198	0.398825501054173	0.0680403739180422
chr12|100988348|100988962	0.70111065701241	0.136381329888151	0.324746966808316
chr16|35363364|35364084	0.701004518292921	0.251227249998238	0.21058549467665
chr4|151128441|151129400	0.700761460711377	0.35164359518448	0.112930177331359
chr9|80066652|80068599	0.70075772864236	0.442555471235316	0.148005150288584
chr3|30792709|30794105	0.700734228816472	0.289634189900848	0.143182160111455
chr18|73702787|73703642	0.700645126183938	0.446168810401947	0.103845679231893
chr11|59708411|59708569	0.700494853012099	0.407369634172415	0.105451503962281
chr5|111530668|111531350	0.700483811827182	0.178201714022625	0.215956293746041
chr1|39700020|39702199	0.700394469084608	0.277104690351089	0.271779634485481
chr18|38084966|38085235	0.700325593371032	0.147209840713887	0.239600679674983
chr17|47511263|47512053	0.700136490636206	0.135047888849081	0.342015444685644
chr4|106866974|106867203	0.70010139235363	0.13735085079284	0.30938183078261
chr1|59340767|59341915	0.699838486741098	0.26965140673511	0.0841265177285632
chr17|83889733|83890831	0.699565761393325	0.256247016210526	0.243287428157535
chr17|7268986|7269557	0.699510084200542	0.122204034722742	0.455859928550165
chr18|56974748|56975521	0.699220337282367	0.44270821381112	0.0557468804212372
chr13|55607630|55608018	0.699178693390525	0.18724094971921	0.418983111452785
chr10|80329397|80330151	0.698916897571583	0.271669695000688	0.161416175752503
chr18|36420502|36421044	0.698709599708893	0.233027912570686	0.172476409949591
chr8|126516803|126517151	0.698638221250732	0.243947298790387	0.187758556853779
chr18|65515801|65516304	0.697953409719448	0.271805237349456	0.235611899159573
chr13|98391156|98391692	0.697647649934089	0.38701492710024	0.0578630307094251
chr2|150735620|150736283	0.697441747880201	0.355787947154797	0.107387884816001
chr5|76303205|76305424	0.696573195401837	0.313729814520478	0.107598257583401
chr9|50171916|50172373	0.696439573561293	0.459697228060558	0.0574257303528498
chr10|81560473|81560990	0.696420988754551	0.211979019407948	0.288083274108251
chr5|81019430|81021526	0.695960402428726	0.427325373841967	0.103418214917194
chr4|55208869|55209693	0.695945117402638	0.190215967352885	0.220166830863372
chr17|29347199|29347613	0.695427794844687	0.312236567196304	0.108135000304866
chr15|25915002|25915406	0.695406628181344	0.139952676241463	0.26702163460953
chr5|112393031|112394759	0.695401179720698	0.116851875434315	0.39032529574077
chr9|65153373|65153709	0.695199568656728	0.220445787460495	0.323906633999845
chr13|98561806|98562218	0.695161070329149	0.323133051811502	0.119501760477828
chr17|63863333|63863680	0.694588817480944	0.183237709336317	0.236327458894807
chr11|118342403|118342999	0.694245740726524	0.184979459124822	0.326212491009253
chr15|100666653|100667145	0.694151439578445	0.145620232282977	0.265746481119003
chr1|36580699|36581214	0.693708981461017	0.138056799089996	0.426062357604537
chr1|154156652|154157239	0.693529647093752	0.200523699984056	0.182105042322219
chr5|101124933|101125304	0.693405980698613	0.184240770838402	0.130916688752892
chr8|107136259|107136728	0.693348797656641	0.178405930824177	0.162768529536495
chr12|73907625|73908083	0.693216054845547	0.346012216467283	0.188292726528435
chr5|52597900|52598117	0.692664230601153	0.110341604715186	0.154806689049646
chr9|119469310|119469605	0.692609935213988	0.117755760072849	0.40837161974947
chr12|79661273|79661686	0.692300145518149	0.199661774150083	0.235354201884113
chr11|96885987|96886682	0.692290527679636	0.249146264385021	0.194967277042227
chr7|116283199|116283701	0.692239179322989	0.165039529573853	0.341694020476321
chr7|16172261|16172634	0.691880762431958	0.178037618721557	0.327816514973252
chr18|34777146|34778363	0.69105693181686	0.314046751029705	0.143423318290247
chr7|112883719|112884189	0.690867591598294	0.340448245546192	0.11566819300148
chr4|63158504|63158941	0.690696426039064	0.159244408544005	0.282483242440799
chr1|57847238|57847758	0.690617284578728	0.292289793582682	0.112550043329442
chr15|89122269|89123072	0.690469802988505	0.239934133460232	0.250057698148476
chr1|37998257|37999086	0.690261074742292	0.295370670788429	0.153584192889562
chr4|41284182|41284990	0.690190962617818	0.157496286326396	0.251910055947583
chr5|113491117|113491294	0.689881684276814	0.222386684717231	0.281769433798089
chr1|155083136|155083719	0.689724921453451	0.385662456342586	0.134301502845943
chr13|112331597|112331719	0.689550186309285	0.179533406632178	0.189053834189072
chr15|84855998|84857049	0.689509510758229	0.266751205204368	0.0870905440967217
chr6|124755037|124757178	0.689481196852229	0.421214140064836	0.101709307009015
chr10|62174824|62174942	0.689435552206437	0.272520368067281	0.204446353122527
chr2|91710085|91710979	0.68929597566554	0.225912408773533	0.152030847546054
chr18|55028090|55028358	0.689292159834414	0.246313340766951	0.128318515492324
chr16|3872354|3872611	0.689267863100182	0.209411289521197	0.164230785644522
chr1|155233978|155234619	0.689235423800373	0.196467418393038	0.290536698707529
chr1|57405710|57407387	0.68898151260549	0.20745643611463	0.193025018905559
chr14|27051004|27051213	0.688931766740107	0.181087773002972	0.224961858856679
chr11|100396928|100397631	0.688755189256032	0.200354232769906	0.250538072410598
chr7|28596638|28598048	0.688674818339855	0.208127615533565	0.301433955736978
chr14|23015547|23015997	0.688377494633202	0.23220458948394	0.0568462532913916
chr19|46454888|46455528	0.688091841517081	0.173954902442739	0.377579785461376
chr1|78188789|78190197	0.687634968071948	0.523693447762477	0.051356051975578
chr10|111008997|111009303	0.687472076034544	0.317487450114226	0.138380059379483
chr17|47923063|47924595	0.686816797677715	0.256895082606857	0.207280419032498
chr7|73524430|73524693	0.686734246690231	0.307807477954604	0.104253288222232
chr12|100528287|100528810	0.686133612369394	0.15418068688125	0.267311277097979
chr2|34602098|34602626	0.686043022103422	0.280505268459241	0.0649059835258144
chr4|11074655|11077050	0.685877067303174	0.224941358179533	0.17974099581263
chr2|126673786|126676099	0.685853113261383	0.363145730780096	0.12032308792289
chr12|109445552|109445947	0.6858301715283	0.153424479248788	0.433050361977119
chr1|133080070|133080633	0.685411334510958	0.193557736517978	0.269026673692205
chr4|9843847|9845646	0.685216786647103	0.413598402089854	0.0819137688925177
chr9|56994806|56995200	0.685178746482096	0.399507998889044	0.0991706564860493
chr12|37106761|37108752	0.684801068084433	0.165374981821532	0.25576180528913
chr11|94407347|94408139	0.68452543473876	0.211244423969695	0.17105885532338
chr1|192834378|192835617	0.684485060352375	0.246675130125714	0.155571988035786
chr5|145231425|145232396	0.684307571447806	0.236081509288181	0.253856347816096
chr8|22974040|22976356	0.684290683457006	0.421938357213912	0.10211850588302
chr10|76959995|76962267	0.684158413503858	0.12656561132638	0.430806585471386
chr11|26961690|26961933	0.683954925397974	0.398881503203723	0.155774893843433
chr16|22437723|22439513	0.683761404693898	0.394488162555576	0.074828804075391
chr10|13322636|13323084	0.683533162840052	0.263508551009526	0.192991917486038
chr8|72136162|72137093	0.683466202000101	0.209373704724015	0.235957956905948
chr12|107960020|107960380	0.683067977132338	0.197440558618903	0.168492672673261
chr11|87987471|87988707	0.682371122947423	0.242586773905652	0.249292181030752
chr4|136143851|136145793	0.682273523629037	0.217210516099797	0.196327516639828
chr11|78163209|78165249	0.682115379750577	0.244734388534266	0.281874618778305
chr4|114578342|114578784	0.681733083488349	0.1520287226833	0.227005743017116
chr15|83148174|83149797	0.680908362350577	0.307347912517784	0.134222165099143
chr1|11748481|11749048	0.680865742354041	0.378260348789395	0.0715946691410907
chr3|95217108|95217595	0.68081552681694	0.245167705481594	0.171449713594886
chr5|111836559|111836766	0.68067118748285	0.364465538769153	0.0933078188848251
chr2|112454727|112455082	0.680604119069404	0.189950009438812	0.213227719168783
chr14|31662584|31663169	0.680597127130657	0.10117184853576	0.464556546410242
chr16|92566084|92566386	0.68042512952239	0.169406439748241	0.265985818306522
chr12|80112088|80113996	0.679943389387286	0.402693636108495	0.114894134423405
chr17|35836801|35837776	0.679844433981562	0.451946544033942	0.0527092713342511
chr5|33007108|33007256	0.679681669053431	0.168692802663544	0.180742036747191
chr18|61057665|61058296	0.679674317157853	0.148437985907164	0.289129625027279
chr4|48279533|48279839	0.679461272083716	0.179439726348766	0.255455016900033
chr11|11867029|11868565	0.679337049328841	0.268301645811886	0.225924258082251
chr18|66113043|66114004	0.679311712530965	0.220180232725054	0.128358494418115
chr19|37206550|37207206	0.679178442656412	0.287833541401066	0.141123828834375
chr8|25367783|25369091	0.67913498101316	0.166613914984672	0.258288425563762
chr13|112926772|112927264	0.679039695265188	0.301920042900036	0.113856326763275
chr1|80339444|80341351	0.67895707956272	0.482898811877258	0.0671416922368746
chr4|118134113|118134777	0.678898424584707	0.21602584798105	0.13383570914567
chr14|64136434|64136771	0.67874021513717	0.136094518997445	0.230041394636266
chr3|108363672|108365147	0.678729997267807	0.16234307143424	0.428600915392719
chr4|56221308|56221987	0.678684297291485	0.249168942783707	0.154888236420585
chr15|84639147|84639982	0.678530556121952	0.130809120125531	0.274899155599734
chr8|90876827|90877760	0.67796434078763	0.154869892610082	0.262311614403939
chr11|96992971|96993265	0.677935872054166	0.120912158592133	0.388065869411141
chr18|80150707|80151979	0.677866545160883	0.335003044450213	0.183940938856366
chr12|70824859|70826271	0.677821429714199	0.270601602150412	0.171752970858386
chr5|65762826|65764979	0.677820848971843	0.409524264980553	0.0992490146593853
chr17|83872846|83874209	0.67780721668778	0.154599902097086	0.220101047266356
chr16|32515891|32516933	0.677652103021973	0.226770892151079	0.21873792914824
chr18|32375633|32379331	0.676915529696879	0.231636269471878	0.18839282949287
chr4|130544627|130544936	0.676894900611423	0.194959937086499	0.245437505908341
chr16|17069976|17070234	0.676834096916165	0.243217822897976	0.149636987681949
chr7|98655573|98656460	0.676828238972203	0.249316939967669	0.213724992920021
chr14|25711804|25711952	0.676819880531147	0.221659220548412	0.179310761936584
chr2|38530735|38531388	0.676740685697985	0.196386583831273	0.223383735108799
chr5|135254044|135254314	0.675899750967143	0.235668560672319	0.176710156832621
chr6|32397094|32397617	0.67583419561612	0.130704551514994	0.38245148929229
chr4|156196544|156198233	0.675829098687539	0.430599497827406	0.132637082639211
chr12|105475101|105476045	0.675718178200377	0.156710906423072	0.255323679174856
chr19|53325358|53325926	0.675564574316306	0.26517437011372	0.108465234079069
chr18|66015801|66016025	0.675522509295544	0.207827445051871	0.15838187338049
chr10|110931266|110931497	0.675416461311492	0.213116321251876	0.195987532664681
chr6|99027024|99029245	0.675241022138354	0.37288718774521	0.0914457138831119
chr2|137706256|137706683	0.674975502971167	0.361926511895497	0.0499183380798149
chr19|57609921|57611965	0.674444791114448	0.348747381532326	0.142763390070972
chr15|78835842|78836144	0.674341148045462	0.178120273685334	0.328530268026299
chr5|32080478|32081076	0.674058823505115	0.146461864884873	0.349558973610858
chr11|97435835|97436180	0.673975414540368	0.159286818728935	0.385319627304549
chr3|145118150|145119106	0.673571802066124	0.22268162075616	0.230386146916749
chr6|91729740|91730315	0.673502130171422	0.137959729562418	0.247613881191523
chr5|8422340|8422986	0.673456264910298	0.228114700225299	0.157738669254972
chr2|30658771|30660068	0.673355068219447	0.183704577488076	0.271212283730163
chr4|136742051|136743260	0.673173158326437	0.0873959050838398	0.489770562011704
chr11|115513638|115514258	0.673161372066461	0.282275149772257	0.260636385124955
chr11|86356779|86358178	0.672844084836091	0.454258324913126	0.110324521184466
chr8|26747357|26747660	0.672653559189819	0.259086468743409	0.0815818590533783
chr6|100525717|100526247	0.672558639886882	0.227437853447176	0.200629476016823
chr14|87416829|87417469	0.672555266911038	0.394268441424501	0.0729717261833526
chr11|43527885|43528492	0.67234153875911	0.188555680153491	0.145959082740481
chr15|64312995|64313615	0.671773594438664	0.307935569896037	0.13376803289052
chr17|32528207|32529195	0.671723881286239	0.0921232197943675	0.386545647028447
chr1|131910944|131911248	0.671410813796028	0.31790270639195	0.153717766892845
chr12|108244851|108245169	0.671340223602682	0.100669267557997	0.421010578247853
chr19|46760525|46760784	0.671191607157148	0.203340336379726	0.154733633738305
chr2|6212013|6213504	0.671150396192188	0.205940743685368	0.213395512949204
chr11|57801761|57803048	0.671105765732586	0.337864987250964	0.0904994333330971
chr12|105426739|105427906	0.67105670781657	0.144900054351796	0.362476879816253
chr19|15925406|15926295	0.670992482138833	0.224352674071193	0.158243863870017
chr10|94622002|94622459	0.670858655870712	0.261116009913418	0.151580914413
chr15|39196511|39199642	0.670816516718325	0.436366316677523	0.0921773491529366
chr3|73053329|73053980	0.670631845989157	0.326871020180503	0.0995164070594116
chr7|143007908|143008617	0.670422272805482	0.123988749889643	0.334055098393038
chr4|40143522|40143834	0.670414887989066	0.256803564351621	0.132521113089718
chr5|64579537|64580548	0.6703173485261	0.297511199681997	0.150112571465889
chr8|120588855|120589359	0.67014641587188	0.235244767314608	0.260415684944139
chr11|50376796|50378453	0.669957012113351	0.386206797910765	0.109423436121765
chr18|75461884|75462272	0.669707282482774	0.264775105085104	0.209601177564459
chr19|14777210|14777445	0.669701664346757	0.357824632096602	0.0266282004775945
chr9|56552856|56553874	0.669247392144756	0.190950181105041	0.20718832550617
chr17|34024538|34025368	0.669193994519719	0.285324074354019	0.14366072878082
chr1|121051597|121051742	0.66915976044097	0.401399380169598	0.0790002341652039
chr19|57361177|57362019	0.669159678128592	0.361258432928133	0.100668310523546
chr7|112299013|112299528	0.669141001560759	0.12350029372693	0.388340282878371
chr4|132921667|132922369	0.668879666235879	0.233130554465328	0.201344509472151
chr5|36285551|36285756	0.66871443592949	0.159822319989937	0.258925361510887
chr11|30647947|30648833	0.668685975707173	0.498567813903574	0.0358345205196229
chr1|133798820|133800160	0.668611335874906	0.192396027886825	0.336912246178236
chr13|56222005|56222448	0.668548559482002	0.301617273205218	0.130054808856107
chr2|167421299|167422137	0.668508658712842	0.236572164787867	0.217747896144227
chr16|38710788|38711047	0.66841292297535	0.185774120734222	0.326634074155148
chr2|169804345|169804671	0.668386160123001	0.206653063211928	0.192473947517017
chr3|87958010|87958222	0.668354743720584	0.134004932358496	0.401807475191189
